GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC04_EST_VC01,HC04_MOE_VC01,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC03_EST_VC02,HC03_MOE_VC02,HC04_EST_VC02,HC04_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC03_EST_VC03,HC03_MOE_VC03,HC04_EST_VC03,HC04_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC03_EST_VC04,HC03_MOE_VC04,HC04_EST_VC04,HC04_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC03_EST_VC05,HC03_MOE_VC05,HC04_EST_VC05,HC04_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC04_EST_VC06,HC04_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC03_EST_VC07,HC03_MOE_VC07,HC04_EST_VC07,HC04_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC03_EST_VC08,HC03_MOE_VC08,HC04_EST_VC08,HC04_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC03_EST_VC09,HC03_MOE_VC09,HC04_EST_VC09,HC04_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC03_EST_VC10,HC03_MOE_VC10,HC04_EST_VC10,HC04_MOE_VC10,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC03_EST_VC11,HC03_MOE_VC11,HC04_EST_VC11,HC04_MOE_VC11,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC04_EST_VC13,HC04_MOE_VC13,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC03_EST_VC15,HC03_MOE_VC15,HC04_EST_VC15,HC04_MOE_VC15,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC03_EST_VC18,HC03_MOE_VC18,HC04_EST_VC18,HC04_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC03_EST_VC19,HC03_MOE_VC19,HC04_EST_VC19,HC04_MOE_VC19,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC03_EST_VC20,HC03_MOE_VC20,HC04_EST_VC20,HC04_MOE_VC20
0500000US47085,47085,"Humphreys County, Tennessee",7064,246,4487,276,3640,266,2577,267,9.3,2.5,4.5,2.4,1.8,1.3,18.2,6.0,6.5,1.8,3.9,2.0,3.4,1.8,11.3,3.4,15.1,2.8,12.4,3.4,11.4,3.8,20.1,5.6,10.6,2.5,10.2,3.3,9.4,3.7,12.6,4.3,18.2,3.2,18.0,3.6,16.5,3.5,19.8,5.7,15.8,2.4,18.2,3.0,18.7,3.2,11.5,3.2,11.6,2.1,14.8,2.8,16.7,3.3,4.3,2.4,8.8,2.1,11.8,3.0,14.5,3.5,2.1,1.5,1.9,1.0,3.0,1.6,3.7,1.9,0.0,1.3,2.1,1.0,3.2,1.6,3.9,2.0,0.1,0.2,40998,2486,51352,5649,57833,7336,25182,3674,56161,4301,68981,6146,N,N,31507,2807,43.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),42.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),44.6,(X)
0500000US47087,47087,"Jackson County, Tennessee",4566,218,3052,178,2277,155,1514,195,11.9,2.9,6.2,2.3,2.7,1.6,25.4,7.5,9.0,2.8,4.6,2.0,2.1,1.6,18.8,6.8,19.0,3.6,15.7,3.9,15.2,4.6,25.6,7.0,11.7,2.9,13.2,3.6,12.8,3.5,7.9,3.5,15.6,2.9,15.8,3.1,15.6,3.4,15.1,6.0,17.2,2.9,23.1,3.6,25.8,4.3,3.8,2.4,9.1,2.4,12.3,3.4,15.6,4.3,2.2,1.1,4.8,1.7,6.7,2.5,6.9,2.7,0.5,0.6,1.1,0.7,1.3,1.0,1.8,1.3,0.5,0.9,0.8,0.6,1.0,0.9,1.4,1.2,0.3,0.3,33933,2842,44076,5963,51150,6601,16135,1590,44077,3323,53209,4062,N,N,23660,3283,34.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),36.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),27.1,(X)
0500000US47089,47089,"Jefferson County, Tennessee",20088,452,14324,603,11211,552,5764,470,7.4,1.3,3.7,1.0,1.9,0.7,17.5,3.9,5.3,1.1,2.0,0.8,1.4,0.7,13.3,2.9,12.9,1.7,8.3,1.7,6.1,1.8,25.1,3.9,13.1,1.7,13.0,1.9,10.7,1.7,14.1,3.1,15.2,1.8,17.2,2.2,16.3,2.4,10.5,2.8,19.5,2.0,22.7,2.2,23.7,2.4,11.9,3.1,10.7,1.3,13.9,1.7,16.2,2.0,3.3,1.3,10.6,1.3,12.7,1.6,15.4,2.0,2.5,1.2,3.6,0.9,4.2,1.2,5.1,1.5,1.7,1.3,1.7,0.6,2.4,0.8,3.0,1.0,0.1,0.1,45641,2312,54591,2026,61292,1399,21722,2748,60781,3906,71068,5324,N,N,32571,2883,33.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),34.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),29.0,(X)
0500000US47091,47091,"Johnson County, Tennessee",6936,270,4653,295,3770,259,2283,264,13.6,2.8,7.7,3.1,3.4,2.1,26.2,6.2,8.1,2.2,4.4,2.4,3.9,2.3,15.7,4.2,17.2,3.2,13.9,3.4,14.3,4.0,23.7,5.2,13.0,2.5,14.6,3.6,12.8,3.8,12.7,4.4,16.8,3.3,19.1,4.2,19.5,4.7,14.2,4.9,17.5,2.9,20.9,3.9,24.0,4.5,5.6,2.8,5.0,1.5,7.2,2.2,7.8,2.3,0.2,0.3,3.9,1.5,5.7,2.2,6.5,2.8,0.4,0.6,2.4,1.1,2.9,1.6,3.6,2.0,0.8,0.9,2.5,1.4,3.4,2.1,4.2,2.6,0.6,0.8,32994,3833,38694,5030,45647,5910,17480,1953,47363,4581,56384,6468,N,N,26573,5349,28.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),31.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),23.0,(X)
0500000US47093,47093,"Knox County, Tennessee",182315,1164,113197,1315,85853,1384,69118,1527,7.9,0.5,5.2,0.6,1.2,0.3,14.0,0.9,5.2,0.4,2.3,0.4,1.1,0.2,9.8,0.8,10.7,0.6,7.0,0.5,4.6,0.5,17.0,1.1,10.6,0.4,8.3,0.6,6.5,0.6,14.2,0.9,13.5,0.5,11.9,0.6,10.3,0.6,16.3,1.0,17.4,0.6,18.6,0.7,19.6,0.8,14.7,0.9,12.3,0.5,15.3,0.6,17.6,0.7,6.7,0.6,12.7,0.5,17.1,0.7,21.2,0.9,5.4,0.6,4.7,0.3,6.9,0.5,8.8,0.6,1.0,0.2,4.9,0.3,7.4,0.4,9.1,0.6,1.0,0.2,52458,751,70003,1337,83865,1190,31304,725,74212,1254,92391,1841,106909,2279,42680,1091,27.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),27.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),25.9,(X)
0500000US47095,47095,"Lake County, Tennessee",2164,140,1433,121,896,111,731,112,14.8,3.5,10.4,3.5,3.0,2.2,27.6,7.8,13.4,3.4,7.5,3.7,4.7,3.1,23.3,7.9,15.2,3.8,14.7,4.8,11.6,5.0,16.3,6.0,8.6,2.7,7.7,3.3,4.5,2.4,10.9,5.8,11.1,2.6,13.3,3.9,10.7,3.8,8.5,4.1,17.4,4.2,18.8,5.3,27.0,7.2,10.7,5.4,10.9,3.4,15.6,4.9,22.0,7.2,1.0,1.4,5.0,2.2,8.2,3.4,11.8,5.3,0.0,4.7,1.9,1.2,1.6,1.3,2.6,2.2,1.1,1.4,1.7,1.3,2.2,1.8,2.1,1.7,0.7,1.1,31993,5436,47269,6732,65708,4254,14742,3871,49139,5647,57365,6074,N,N,30261,10029,35.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),37.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),30.1,(X)
0500000US47097,47097,"Lauderdale County, Tennessee",9725,261,6782,302,4301,263,2943,270,12.0,1.9,10.1,2.3,2.7,1.3,20.5,4.3,8.3,1.6,5.4,1.6,2.0,1.2,16.1,4.0,16.5,2.3,13.5,2.5,9.4,2.0,22.5,5.1,12.4,1.8,12.1,2.5,9.8,2.5,15.4,3.8,15.1,2.0,14.6,2.2,14.9,3.0,12.0,3.3,18.1,1.9,22.0,2.5,30.0,3.4,8.0,2.1,9.2,1.4,11.8,1.9,17.3,2.8,2.3,1.5,6.0,1.2,7.7,1.7,9.8,2.4,1.9,1.2,1.5,0.5,1.8,0.6,2.6,0.9,0.7,0.7,0.9,0.5,1.0,0.5,1.4,0.8,0.7,0.9,35551,1919,43468,4363,56841,1576,21206,2251,47025,2333,53402,2943,65957,3775,29715,3821,38.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),40.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),30.9,(X)
0500000US47099,47099,"Lawrence County, Tennessee",16101,313,11519,346,8789,368,4582,300,8.6,1.3,4.8,1.2,2.0,0.9,19.7,3.3,7.6,1.3,4.3,1.2,2.7,1.0,15.6,3.3,13.6,1.6,11.3,1.9,7.8,1.9,23.4,4.2,12.7,1.3,11.4,1.3,10.7,1.4,14.0,3.2,17.1,1.6,19.2,2.0,20.2,2.4,10.0,2.4,19.5,1.7,22.4,2.2,24.6,2.6,11.3,2.7,10.8,1.3,13.7,1.7,16.2,1.9,3.0,1.5,7.5,1.1,9.5,1.5,11.6,1.7,2.3,1.2,1.4,0.6,1.7,0.7,2.0,0.9,0.6,0.5,1.2,0.4,1.7,0.6,2.2,0.8,0.0,0.8,41522,1476,49060,2572,56360,2211,21305,1891,51466,1917,59620,2386,N,N,28752,1885,33.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),32.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),32.8,(X)
0500000US47101,47101,"Lewis County, Tennessee",4663,228,3270,301,2636,262,1393,224,5.5,2.5,3.6,2.6,2.5,2.9,12.4,6.2,8.4,2.5,5.5,2.8,3.0,2.4,16.4,6.2,16.6,4.0,13.4,4.5,10.3,4.4,27.8,7.3,15.0,3.2,14.3,4.0,11.8,3.9,17.2,6.7,16.8,3.7,16.8,4.3,18.2,5.1,10.1,5.9,17.8,4.2,19.3,5.2,22.3,5.9,13.1,7.1,8.1,2.6,11.3,3.7,14.0,4.4,0.6,1.0,9.1,3.2,12.0,4.3,13.5,5.1,2.4,2.7,1.7,1.7,2.4,2.5,3.0,3.1,0.0,2.5,1.1,0.8,1.6,1.1,1.4,1.3,0.0,2.5,37092,2910,46375,5053,53320,6335,21896,4555,50885,4068,59511,5694,N,N,28603,3816,36.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),36.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),34.0,(X)
0500000US47103,47103,"Lincoln County, Tennessee",13653,328,9271,393,6981,352,4382,389,7.9,1.4,6.1,1.9,2.2,1.3,14.4,3.8,6.5,1.2,4.0,1.7,2.6,1.4,13.4,3.0,12.3,2.3,9.3,2.6,7.3,2.4,20.0,4.2,13.2,2.0,12.4,2.4,10.2,2.0,15.6,3.1,17.8,2.1,17.7,2.6,16.7,2.8,16.0,3.3,18.3,2.4,20.4,2.8,24.0,3.2,12.3,3.4,9.6,1.5,11.8,2.0,13.4,2.4,3.3,1.7,9.5,1.7,12.0,2.1,15.5,2.8,3.4,2.1,3.0,0.8,3.6,1.2,4.3,1.6,1.3,1.2,2.0,0.6,2.8,1.0,3.7,1.3,0.4,0.5,42153,1540,50679,3977,61523,3832,26092,3051,57884,3466,66282,4801,N,N,36052,5164,37.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),35.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),40.5,(X)
0500000US47105,47105,"Loudon County, Tennessee",20090,361,14800,467,12245,505,5290,399,4.8,1.1,2.9,1.0,1.6,0.8,11.9,3.5,5.2,1.0,3.0,0.9,1.2,0.6,13.1,3.0,9.5,1.7,7.6,1.8,5.1,1.1,14.9,4.1,11.7,1.4,10.0,1.7,8.4,1.6,15.0,2.9,12.7,1.5,12.0,1.4,12.1,1.6,14.0,3.7,21.9,2.0,24.6,2.3,25.9,2.6,15.2,3.8,13.9,1.8,16.2,2.3,18.3,2.5,7.0,2.5,12.3,1.5,14.0,2.0,16.1,2.3,6.0,1.8,3.9,1.0,5.0,1.4,5.9,1.7,0.7,0.7,4.1,1.1,4.8,1.3,5.5,1.5,2.3,1.5,55431,1837,62697,2892,69996,2249,31065,2435,75153,4952,84161,6521,N,N,47624,5696,32.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),33.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),29.8,(X)
0500000US47107,47107,"McMinn County, Tennessee",20352,402,13451,529,10432,566,6901,488,10.3,1.4,7.7,1.6,3.8,1.4,17.1,3.1,8.0,1.3,2.9,0.8,2.1,0.8,18.3,3.4,14.1,1.7,11.1,2.0,7.4,1.9,19.5,3.2,11.8,1.6,11.3,2.0,9.8,2.0,12.2,2.6,15.4,1.6,15.2,2.0,15.7,2.3,15.1,3.4,18.7,1.9,22.7,2.4,26.7,2.9,10.5,3.2,9.1,1.3,12.2,1.8,13.6,2.2,3.2,1.6,9.5,1.6,12.3,1.9,15.3,2.3,3.2,2.1,2.2,0.8,3.3,1.2,4.3,1.5,0.2,0.3,1.0,0.4,1.2,0.6,1.4,0.7,0.7,0.8,39990,2047,51445,2228,58849,3243,22306,2503,52704,2704,60596,2554,68741,3058,35995,7886,35.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),35.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),35.2,(X)
0500000US47109,47109,"McNairy County, Tennessee",10095,278,6691,339,4773,326,3404,311,11.5,2.1,6.1,2.0,2.6,1.2,23.1,4.5,7.9,1.8,3.4,1.3,1.2,0.8,17.0,4.5,17.9,2.2,16.6,2.8,14.3,3.4,21.1,4.0,13.3,2.0,12.7,2.4,14.1,3.0,15.4,3.6,13.9,1.9,15.5,2.3,13.8,2.3,10.9,3.5,16.9,2.3,20.9,3.0,21.6,3.4,7.4,2.9,9.6,1.9,12.7,2.7,15.9,3.4,2.8,1.5,6.0,1.5,9.1,2.2,12.2,2.9,0.0,1.0,1.3,0.5,1.8,0.8,2.5,1.1,0.3,0.3,1.6,1.0,1.3,0.7,1.8,1.0,1.9,2.5,34353,2880,45370,3663,53811,3260,19391,2325,49278,4570,58479,5849,N,N,29423,5838,35.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),36.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),33.1,(X)
0500000US47111,47111,"Macon County, Tennessee",9158,240,6356,333,5063,373,2802,294,7.4,1.9,4.2,1.9,1.5,1.0,18.2,5.5,10.1,2.4,5.7,2.4,5.3,2.7,21.2,5.7,13.9,2.6,11.0,3.0,10.7,3.2,16.9,4.9,17.6,3.2,17.2,4.0,14.0,3.5,19.5,5.7,14.6,2.2,17.6,2.9,16.2,3.5,7.9,3.5,16.5,3.2,19.1,4.3,23.0,5.3,9.6,5.4,8.9,1.9,10.3,2.6,12.1,3.2,4.6,2.7,7.7,2.1,10.6,2.9,11.7,3.4,1.4,1.9,2.0,1.0,2.9,1.4,3.5,1.8,0.0,1.2,1.3,0.7,1.6,0.9,2.0,1.1,0.7,1.2,35533,2673,42037,5219,51517,4439,19481,4062,52192,5334,58771,4768,N,N,35365,13812,36.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),35.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),38.0,(X)
0500000US47113,47113,"Madison County, Tennessee",37110,525,24768,743,17045,628,12342,688,9.7,1.1,6.7,1.2,2.0,0.6,16.3,2.3,6.5,0.9,4.5,1.2,1.9,1.0,11.2,1.7,11.4,1.1,8.3,1.1,4.9,1.0,17.8,2.6,11.9,1.3,10.6,1.4,8.0,1.4,15.9,2.7,15.4,1.4,15.1,1.4,13.6,1.9,15.2,2.7,17.6,1.5,18.7,2.0,22.0,2.4,15.1,2.5,11.2,0.9,13.8,1.2,17.5,1.7,4.7,1.3,10.1,1.0,13.7,1.4,18.0,1.9,2.6,1.0,2.9,0.6,4.1,0.9,5.7,1.2,0.6,0.3,3.3,0.5,4.6,0.8,6.3,1.2,0.6,0.4,44496,2056,56038,1811,72164,3808,27255,1548,62086,1735,73659,2519,89537,3231,36469,2496,40.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),39.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),41.3,(X)
0500000US47115,47115,"Marion County, Tennessee",11393,257,8303,301,6048,351,3090,252,10.3,1.7,5.6,1.5,1.7,0.8,24.3,4.9,6.6,1.7,5.2,1.9,1.6,1.0,12.9,4.0,13.1,2.0,8.3,2.0,6.9,2.3,25.0,4.3,8.9,1.6,9.1,1.9,9.3,2.2,8.7,2.7,15.6,2.3,17.4,3.0,15.6,2.9,11.6,3.5,20.1,2.7,22.2,3.3,25.3,4.2,10.9,3.4,10.1,1.6,12.7,2.1,14.7,2.8,2.4,1.5,11.2,1.9,14.3,2.6,18.2,3.3,2.9,1.7,2.1,0.7,2.7,1.0,3.4,1.4,0.3,0.3,2.1,0.7,2.5,0.9,3.2,1.2,1.0,1.3,45366,3152,55515,4616,64494,2602,19777,2397,58002,3068,67033,3874,N,N,31516,5315,34.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),34.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),30.3,(X)
0500000US47117,47117,"Marshall County, Tennessee",12008,307,8431,289,6034,356,3577,336,6.2,1.4,5.6,1.9,1.6,1.1,9.1,2.9,5.6,1.5,2.2,1.1,2.2,1.2,14.0,4.3,12.0,2.6,7.2,1.9,4.6,1.4,25.4,6.1,12.4,1.9,10.6,2.0,9.7,2.3,15.5,3.6,16.2,2.1,18.6,2.9,16.9,3.0,13.7,3.2,20.8,2.3,22.0,2.5,23.4,2.8,14.2,3.8,11.8,2.1,14.3,2.8,17.4,3.3,4.5,2.1,10.0,1.9,13.5,2.5,16.4,3.3,1.9,1.4,3.0,1.0,3.8,1.3,5.3,1.9,0.2,0.3,2.1,1.1,2.3,1.3,2.4,1.4,1.6,2.1,46837,3183,55140,3795,64167,4608,25927,3426,60854,3967,68825,5262,N,N,38440,6941,29.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),28.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),30.4,(X)
0500000US47119,47119,"Maury County, Tennessee",33332,479,23502,611,17463,611,9830,624,5.3,0.9,3.8,1.0,1.4,0.5,9.7,1.8,4.9,0.9,2.3,0.7,1.0,0.5,11.3,2.3,12.0,1.2,8.5,1.4,5.7,1.3,20.9,2.6,9.7,1.3,7.8,1.3,6.3,1.4,15.2,2.8,16.1,1.2,15.6,1.7,14.0,1.6,18.5,2.7,20.7,1.5,23.7,1.7,24.9,1.9,12.7,2.4,13.8,1.4,16.5,1.8,19.4,2.2,6.8,2.0,12.0,1.2,14.8,1.5,18.0,1.8,4.0,1.8,2.6,0.6,3.6,0.8,4.8,1.0,0.2,0.2,2.8,0.6,3.5,0.8,4.5,1.1,0.7,0.5,52080,1627,61930,2672,71552,2238,30065,1743,66468,3205,76408,4479,N,N,39624,2829,34.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),35.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),29.5,(X)
0500000US47121,47121,"Meigs County, Tennessee",4818,149,3416,212,2766,212,1402,199,9.9,2.6,8.8,3.6,1.3,1.1,13.9,5.1,7.2,1.9,3.1,1.6,1.0,0.8,17.7,5.2,11.5,2.3,8.2,2.4,8.0,2.3,19.5,6.2,16.0,3.0,17.1,3.5,19.0,4.2,14.9,5.3,15.8,3.1,15.5,3.4,16.3,4.2,14.1,5.7,14.7,2.9,15.8,3.4,16.9,4.1,11.3,5.3,12.6,2.7,14.5,3.1,16.4,3.7,8.1,5.1,8.1,2.0,11.2,2.8,13.9,3.3,0.6,0.9,2.4,1.2,3.3,1.6,4.1,2.0,0.0,2.5,1.8,1.0,2.5,1.4,3.1,1.8,0.0,2.5,39786,3531,46504,4886,54085,7525,22391,8407,53758,3779,62301,4993,N,N,31769,4011,36.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),34.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),40.4,(X)
0500000US47123,47123,"Monroe County, Tennessee",17416,443,12779,472,9927,530,4637,448,9.4,1.8,6.2,1.8,2.7,1.4,21.4,5.2,7.4,1.6,4.3,1.5,3.0,1.3,15.6,4.9,16.3,2.0,14.6,2.3,11.2,2.3,21.0,4.1,13.8,2.3,13.1,2.0,11.7,2.2,16.1,5.3,15.0,2.0,16.1,2.3,17.9,2.7,10.2,3.0,18.0,2.2,21.8,2.6,24.8,3.3,8.3,3.4,9.3,1.7,10.8,2.1,13.3,2.7,3.4,2.4,7.9,1.4,9.7,1.6,11.2,2.0,3.0,2.0,1.8,0.7,2.1,0.9,2.8,1.1,0.7,0.7,1.0,0.4,1.3,0.5,1.5,0.6,0.4,0.6,36931,1711,45471,3299,52690,2710,19996,2961,50763,2816,56408,2818,N,N,33214,7673,33.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),34.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),31.1,(X)
0500000US47125,47125,"Montgomery County, Tennessee",68904,730,49394,896,36446,1014,19510,748,7.3,0.7,5.7,0.8,1.6,0.4,12.5,1.6,3.4,0.5,2.3,0.5,1.0,0.3,6.9,1.5,9.0,0.9,6.5,0.8,3.7,0.6,16.2,2.2,10.5,0.9,9.1,1.0,7.9,1.1,14.7,1.8,15.5,0.9,15.0,1.1,13.6,1.2,16.3,2.0,22.5,1.3,23.7,1.3,25.9,1.7,20.7,2.4,14.3,1.1,16.3,1.4,19.6,1.8,6.4,1.3,11.5,0.8,14.1,1.1,17.2,1.4,4.2,1.0,3.7,0.5,4.5,0.6,5.9,0.9,1.1,0.6,2.2,0.4,2.7,0.5,3.7,0.7,0.9,0.5,53737,1433,62028,1414,71618,1309,34620,2477,66252,1773,73821,2200,85742,2813,43731,2515,35.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),34.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),34.2,(X)
0500000US47127,47127,"Moore County, Tennessee",2613,131,1935,161,1627,165,678,142,3.3,2.0,3.2,2.5,1.3,1.4,6.6,5.7,5.3,2.9,1.8,1.7,0.0,2.1,15.5,8.5,10.4,3.7,4.9,3.1,5.0,3.5,26.1,10.9,11.9,4.0,11.2,4.2,8.1,3.5,16.7,8.6,16.5,4.2,16.5,4.6,17.1,5.0,17.3,10.3,23.4,4.9,26.4,6.2,28.9,6.8,10.3,7.0,9.8,3.1,13.6,4.3,14.0,4.3,0.0,5.0,13.0,3.6,15.3,4.8,17.1,5.6,3.4,3.0,2.9,1.6,3.4,2.0,4.1,2.5,1.3,2.3,3.6,1.9,3.8,2.5,4.5,2.9,2.8,3.4,51671,3623,61854,7077,66435,5748,25556,7198,76777,12008,85574,16137,N,N,47827,22276,36.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),35.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),38.1,(X)
0500000US47129,47129,"Morgan County, Tennessee",7384,259,5512,239,4314,232,1872,212,8.3,1.8,5.7,1.8,2.5,1.4,18.1,4.6,7.2,1.8,3.4,1.2,1.6,0.8,19.4,5.7,14.2,2.5,11.7,2.8,10.9,2.8,22.4,6.2,13.6,2.7,16.1,3.2,14.4,3.4,8.8,3.3,16.0,2.8,14.2,2.7,14.9,3.2,17.3,5.1,19.7,2.9,22.6,3.5,25.2,4.1,8.8,4.5,10.0,1.9,12.8,2.5,14.9,2.9,2.1,1.5,7.2,1.6,8.6,2.0,9.4,1.9,2.7,2.5,2.2,1.0,2.8,1.3,3.6,1.6,0.5,0.6,1.5,0.9,2.1,1.2,2.6,1.5,0.0,1.8,40707,3025,48952,3463,53896,3205,20189,3533,52954,2930,60227,3870,N,N,29428,3719,31.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),31.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),27.9,(X)
0500000US47131,47131,"Obion County, Tennessee",12795,236,8785,319,6185,293,4010,351,9.6,1.5,6.7,1.7,3.2,1.2,16.8,3.4,9.4,1.7,6.9,2.1,2.5,1.4,15.5,3.6,13.4,1.8,10.6,2.0,7.3,1.7,20.1,3.8,14.2,1.8,13.1,2.3,11.4,2.5,16.9,3.1,14.1,1.5,14.6,1.8,15.2,2.1,12.6,3.0,17.7,2.1,19.7,2.5,24.6,3.2,13.2,3.5,11.4,1.7,15.0,2.3,17.6,2.9,3.2,1.3,6.8,1.1,8.7,1.5,11.8,2.1,1.3,0.9,1.7,0.6,2.4,0.8,3.3,1.2,0.1,0.2,1.7,0.7,2.3,1.0,2.9,1.4,0.4,0.4,38063,2758,48378,2758,59169,3180,22652,3447,52049,2652,60588,3610,72324,4561,31465,2719,37.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),38.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),36.4,(X)
0500000US47133,47133,"Overton County, Tennessee",8937,274,6109,316,4821,302,2828,290,10.2,1.9,4.3,1.3,2.8,1.3,23.3,5.1,9.1,2.0,5.2,1.8,2.5,1.7,17.8,4.3,14.1,2.0,11.9,2.3,11.7,2.3,21.0,4.9,15.0,2.3,14.9,2.5,13.3,2.5,17.2,4.4,14.6,2.2,17.4,3.1,15.9,2.8,9.2,3.2,18.3,2.4,21.1,2.7,23.6,3.1,9.0,3.6,9.5,1.9,13.3,2.7,16.0,3.3,0.8,0.8,7.0,1.8,9.0,2.0,10.7,2.3,0.8,0.9,1.2,0.7,1.6,1.0,2.0,1.2,0.4,0.5,1.0,0.5,1.3,0.7,1.5,0.8,0.5,0.6,36052,2056,45324,3159,55704,3164,18353,2149,48912,2637,58597,3708,N,N,24815,2619,41.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),41.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),39.9,(X)
